Zone,State,City,Name,Type,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Significance,Number of google review in lakhs,S.No.,2017 - Domestic,2017 - Foreign,2018 (R) - Domestic,2018 (R) - Foreign,Growth Rate - Domestic,Growth Rate - Foreign,Best Season to Visit
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Winter
Southern,Goa,Goa,Palolem Beach,Beach,2,4.6,0,Scenic,0.27,11,6895234,842220,7081559,933841,2.7,10.88,Summer
Western,Gujarat,Ahmedabad,Sabarmati Ashram,Historical,1.5,4.6,0,Historical,0.35,12,48343121,448853,54369873,513113,12.47,14.32,Autumn
Western,Gujarat,Bhuj,White Desert,Site,2.5,4.6,0,Nature,0.12,12,48343121,448853,54369873,513113,12.47,14.32,Monsoon
Western,Gujarat,Kevadia,Statue of Unity,Monument,3,4.6,350,Historical,0.67,12,48343121,448853,54369873,513113,12.47,14.32,Monsoon
Western,Gujarat,Ahmedabad,Sabarmati Riverfront,Urban Development Project,1,4.6,0,Recreational,0.1,12,48343121,448853,54369873,513113,12.47,14.32,Monsoon
Northern,Rajasthan,Sawai Madhopur,Ranthambore National Park,Wildlife Sanctuary,3,4.6,500,Wildlife,0.09,29,45916573,1609963,50235643,1754348,9.41,8.97,Summer
Northern,Rajasthan,Ajmer,Ajmer Sharif Dargah,Shrine,1,4.6,0,Religious,0.35,29,45916573,1609963,50235643,1754348,9.41,8.97,Monsoon
Northern,Rajasthan,Jodhpur,Mehrangarh Fort,Fort,2,4.6,100,Historical,0.64,29,45916573,1609963,50235643,1754348,9.41,8.97,Spring
Northern,Rajasthan,Chittorgarh,Chittorgarh Fort,Fort,2,4.6,40,Historical,1.9,29,45916573,1609963,50235643,1754348,9.41,8.97,Winter
Northern,Rajasthan,Mount Abu,Dilwara Temples,Temple,1,4.6,0,Religious,0.05,29,45916573,1609963,50235643,1754348,9.41,8.97,Autumn
Northern,Rajasthan,Jaipur,Amber Fort,Fort,2,4.6,100,Historical,1.5,29,45916573,1609963,50235643,1754348,9.41,8.97,Autumn
Northern,Rajasthan,Udaipur,Lake Pichola,Lake,1,4.6,0,Nature,0.5,29,45916573,1609963,50235643,1754348,9.41,8.97,Monsoon
Southern,Kerala,Varkala,Varkala Beach,Beach,2,4.6,0,Recreational,0.1,18,14673520,1091870,15604661,1096407,6.35,0.42,Monsoon
Southern,Kerala,Kochi,Wonderla Amusement Park,Amusement Park,5.5,4.6,750,Entertainment,0.41,18,14673520,1091870,15604661,1096407,6.35,0.42,Monsoon
Southern,Karnataka,Mysore,Mysore Palace,Palace,2,4.6,50,Historical,2.5,17,179980191,498148,214306456,543716,19.07,9.15,Winter
Southern,Karnataka,Badami,Badami Cave Temples,Cave,1.5,4.6,30,Religious,0.2,17,179980191,498148,214306456,543716,19.07,9.15,Spring
Southern,Karnataka,Shivamogga,Jog Falls,Waterfall,1.5,4.6,30,Nature,0.23,17,179980191,498148,214306456,543716,19.07,9.15,Summer
Western,Maharastra,Aurangabad,Ajanta Caves,Cave,3,4.6,30,Historical,0.21,21,119191539,5078514,119191539,5078514,0,0,Summer
Western,Maharashtra,Tarkarli,Tarkarli Beach,Beach,2,4.6,0,Recreational,0.065,12.5363468146973,18952850.5940047,926866.764659479,20779241.8672101,1017691.59426768,3.43743097554562,10.6544754141467,Autumn
Central,Madhya Pradesh,Pachmarhi,Bee Falls,Waterfall,1.5,4.6,15,Nature,0.065,20,78038522,359119,83969799,375476,7.6,4.55,Monsoon
Central,Madhya Pradesh,Bhimbetka,Bhimbetka Rock Shelters,Prehistoric Site,2,4.6,25,Archaeological,0.07,20,78038522,359119,83969799,375476,7.6,4.55,Autumn
Northern,Himachal Pradesh,Palampur,Tea Gardens,Tea Plantation,1.5,4.6,0,Agricultural,0.015,14,19130541,470992,16093935,356568,-15.87,-24.29,Summer
Northern,Himachal Pradesh,Mandi,Prashar Lake,Lake,1.5,4.6,0,Nature,0.01,14,19130541,470992,16093935,356568,-15.87,-24.29,Winter
Northern,Himachal Pradesh,Manikaran,Manikaran Sahib,Gurudwara,1,4.6,0,Religious,1.3,14,19130541,470992,16093935,356568,-15.87,-24.29,Summer
Central,Uttar Pradesh,Agra,Taj Mahal,Mausoleum,2,4.6,50,Historical,2.25,34,233977619,3556204,285079848,3780752,21.84,6.31,Spring
Central,Uttar Pradesh,Sarnath,Dhamek Stupa,Monument,1,4.6,5,Historical,0.065,34,233977619,3556204,285079848,3780752,21.84,6.31,Winter
Northern,Jammu and Kashmir,Srinagar,Dal Lake,Lake,2,4.6,0,Nature,0.15,16,14235473,79765,17076315,139520,19.96,74.91,Autumn
Northern,Jammu and Kashmir,Pahalgam,Betaab Valley,Valley,2,4.6,100,Nature,0.11,16,14235473,79765,17076315,139520,19.96,74.91,Summer
Eastern,West Bengal,Hooghly,Hangseswari Temple,Temple,0.5,4.6,0,Architectural,0.07,36,79630345,1574915,85657365,1617105,7.57,2.68,Monsoon
Eastern,Odisha,Bhubaneswar,Lingaraj Temple,Temple,1,4.6,0,Religious,0.35,26,14011229,100014,15208540,110818,8.55,10.8,Summer
Eastern,Odisha,Berhampur,Tara Tarini Temple,Temple,1,4.6,0,Religious,0.01,26,14011229,100014,15208540,110818,8.55,10.8,Summer
